1785167629054,Walk,Bat
1785167629055,Dance,bear
1785167629575,Explore,alice
1785167629684,Exercise,brice
1785167629795,Explore,Bee
1785167631182,Exercise,Ant
1785167631496,Sing,Bat
1785167631908,Sing,alice
1785167632007,Explore,bear
1785167632007,Dance,brice
1785167632117,Sing,Bee
1785167633484,Walk,Ant
1785167633795,Dance,Bat
1785167634205,Dance,alice
1785167634421,Sing,Bee
1785167634531,Sing,bear
1785167634861,Explore,brice
1785167636150,Sing,Bat
1785167636350,Explore,Ant
1785167636772,Play,alice
1785167636772,Play,Bee
1785167637192,Dance,brice
1785167637405,Explore,bear
1785167638463,Play,Bat
1785167638464,Exercise,Ant
1785167639109,Play,Bee
1785167639221,Talk,bear;Ant
1785167639539,Walk,brice
1785167639640,Explore,alice
1785167640795,Walk,Bat
1785167641313,Exercise,bear
1785167641538,Sing,Bee
1785167641640,Sing,Ant
1785167641973,Dance,alice
1785167641973,Exercise,brice
1785167643144,Walk,Bat
1785167643679,Sing,bear
1785167643891,Walk,Bee
1785167644325,Play,brice
1785167644434,Sing,alice
1785167644538,Explore,Ant
1785167645494,Walk,Bat
1785167646034,Walk,bear
1785167646145,Fight,brice;alice
1785167646250,Dance,Bee
1785167646897,Sing,Ant
1785167647962,Play,Bat
1785167648393,Exercise,bear
1785167648495,Play,alice
1785167648495,Dance,brice
1785167649123,Explore,Bee
1785167649227,Dance,Ant
1785167649972,Fight,Bat;bear
1785167650583,Exercise,alice
1785167650790,Sing,brice
1785167651430,Play,Bee
1785167651533,Sing,Ant
1785167652277,Walk,Bat
1785167652278,Dance,bear
1785167653120,Play,brice
1785167653446,Explore,alice
1785167653872,Sing,Ant
1785167654295,Explore,Bee
1785167654616,Play,Bat
1785167655242,Explore,bear
1785167655563,Sing,brice
1785167656217,Sing,Ant
1785167656329,Explore,alice
1785167656750,Play,Bee
1785167656750,Exercise,Bat
1785167657589,Play,bear
1785167657907,Dance,brice
1785167658343,Exercise,Ant
1785167658453,Exercise,alice
1785167659083,Play,Bee
1785167659618,Explore,Bat
1785167659939,Sing,bear
1785167660251,Dance,brice
1785167660784,Sing,alice
1785167661201,Explore,Ant
1785167661416,Walk,Bee
1785167661852,Talk,bear;brice
1785167661953,Sing,Bat
1785167662571,Talk,alice;Ant
1785167663639,Talk,brice;Bat
1785167663740,Dance,Bee
1785167664171,Walk,bear
1785167664379,Fight,Ant;Bat
1785167664917,Sing,alice
1785167666027,Play,brice
